Company_Name,Skill_1,Skill_2,Skill_3,Domain,Location,Minimum_CGPA,Duration,Recommended_Degree
Bersoft Infotech Pvt Ltd,"Digital Forensics, Python","JavaScript, Cybersecurity",Scikit-learn,Mobile App Development,Haryana,8.5,3 Months,B.E. Cloud Computing
Beta Analytics,"Digital Forensics, PowerBI","NLP, DevOps","TensorFlow, Machine Learning",Database Administration,London,8.6,3 Months,B.Tech CS / IT
Beta Consulting,"PyTorch, GCP","Pandas, Incident Response","Linux, DevOps",Cloud Computing,Pune,8.8,2 Months,Mechanical Engineering
Beta Corp,"JavaScript, Incident Response","Node.js, OpenCV","Ethical Hacking, Linux",DevOps,Seattle,8.3,2 Months,B.Tech CS / IT
Beta Data,"Python, Linux","OpenCV, Mobile Forensics","Data Analysis, C++",Software Engineering,Seattle,7.2,2 Months,B.Tech Computer Science
Beta Dynamics,"Deep Learning, GCP","JavaScript, Azure","Network Security, Linux",Cybersecurity & Forensics,Noida,9.3,9 Months,M.Sc Cyber Forensics
Beta Inc,"AWS, DevOps","Python, Network Security","DevOps, Kubernetes",Data Science & AI,Kolkata,7,12 Months,B.Tech CS / M.Tech
Beta Innovations,"TensorFlow, PowerBI","Mobile Forensics, Node.js",Azure,Cloud Computing,Bangalore,7.3,6 Months,B.Tech CS / IT
Beta Labs,"Librosa, SQL","JavaScript, Machine Learning","Kubernetes, AWS",Software Engineering,San Francisco,6.1,4 Months,B.E. Information Technology
Beta Networks,"Java, Ethical Hacking","OpenCV, Ethical Hacking","Scikit-learn, Node.js",Data Science & AI,Singapore,7.1,12 Months,B.Sc / M.Sc Data Science
Beta Security,"Machine Learning, Azure","PowerBI, Scikit-learn","Cybersecurity, Azure",Web Development,Chennai,7.5,3 Months,BCA / MCA
Beta Software,"Kubernetes, Network Security","Azure, Node.js",Digital Forensics,Data Science & AI,San Francisco,6.4,4 Months,B.Sc Statistics / Math
Beta Solutions,"Machine Learning, TensorFlow","JavaScript, Ethical Hacking","Docker, C++",Mobile App Development,Mumbai,7.8,9 Months,BCA / MCA
Beta Systems,"PowerBI, PyTorch","Machine Learning, Linux","GCP, Python",Mobile App Development,Remote,6.5,4 Months,B.E. Information Technology
Beta Technologies,"C++, SQL","Scikit-learn, GCP","SQL, Scikit-learn",Data Science & AI,San Francisco,7.7,4 Months,B.Sc Statistics / Math
Bharat Cloud Technologies,"Cybersecurity, Librosa","Ethical Hacking, Network Security","Java, OpenCV",Cloud Computing,Kolkata,6.9,6 Months,Mechanical Engineering
Bharat Sec Limited,"Machine Learning, Cybersecurity","AWS, PyTorch","Kubernetes, PowerBI",Web Development,Remote,6.4,6 Months,B.Tech Computer Science
Bharat Services Analytics,"Kubernetes, Linux","Scikit-learn, NLP","AWS, Ethical Hacking",Cybersecurity & Forensics,Delhi,8.3,6 Months,B.Tech Cybersecurity
Bharat Soft Pvt Ltd,"Bash, Docker","Ethical Hacking, Librosa","AWS, Cybersecurity",Web Development,Mumbai,8.8,12 Months,B.Tech Computer Science
Bharat Sys Analytics,"JavaScript, Bash","Digital Forensics, Linux","TensorFlow, Pandas",Cloud Computing,Gurgaon,7,2 Months,Mechanical Engineering
Bharat Web Technologies,"Node.js, PowerBI","Machine Learning, TensorFlow","OpenCV, DevOps",Cybersecurity & Forensics,Hyderabad,8,6 Months,B.Tech Cybersecurity
Bhari Information Technology Systems Pvt. Ltd.,"GCP, Computer Vision","C++, JavaScript","DevOps, Deep Learning",Mobile App Development,Chennai,8.8,6 Months,B.E. Information Technology
Bharti Infotrac Ltd.,"Linux, Docker","AWS, Machine Learning","GCP, NLP",Cybersecurity & Forensics,New Delhi,7,4 Months,BCA / MCA
Bharti Telesoft Ltd.,"DevOps, Data Analysis","Python, GCP",DevOps,Data Science & AI,New Delhi,7.4,2 Months,B.Tech Computer Science
Bhilwara Infotech Limited,"NLP, Scikit-learn","Docker, NLP","C++, AWS",Web Development,Noida,7.6,12 Months,B.Sc Statistics / Math
Binary Semantics Limited,"Librosa, Azure","Data Analysis, NoSQL",Cybersecurity,Data Science & AI,Gurgaon,9.1,12 Months,B.E. Information Technology
Bindview India Private Limited,"Librosa, Node.js","Digital Forensics, C++","NoSQL, PowerBI",Data Science & AI,Pune,7.3,2 Months,M.Sc Cyber Forensics
Birla Technologies Ltd,"Docker, Ethical Hacking","PowerBI, TensorFlow","Ethical Hacking, Linux",DevOps,Mumbai,7.3,2 Months,B.Tech CS / M.Tech
Birlasoft Limited,"GCP, AWS","SQL, Cybersecurity","NLP, PyTorch",Data Science & AI,Pune,7.4,2 Months,B.Sc / M.Sc Data Science
Blue Chip Computer Consultants Pvt. Ltd.,"GCP, SQL","Librosa, PowerBI","DevOps, Ethical Hacking",Cybersecurity & Forensics,Noida,7.4,2 Months,Mechanical Engineering
Blue Star Infotech Ltd,"SQL, Data Analysis","TensorFlow, Ethical Hacking","SQL, React",Software Engineering,Mumbai,7.7,3 Months,M.Sc Cyber Forensics
BMC Software India Pvt. Ltd.,"GCP, Digital Forensics","NLP, NoSQL","Network Security, Linux",Cloud Computing,Pune,9.2,3 Months,BCA / MCA
Boston Education & Software Technologies Pvt. Ltd.,"Computer Vision, Java","Machine Learning, DevOps","Incident Response, C++",DevOps,Mumbai,6.8,9 Months,Mechanical Engineering
Botree Software International Ltd,"Network Security, OpenCV","DevOps, Scikit-learn","PyTorch, Network Security",Cybersecurity & Forensics,Chennai,8.4,12 Months,BCA / MCA
BPB Publications,"Docker, Linux","Node.js, Network Security","Cybersecurity, GCP",Mobile App Development,New Delhi,8,6 Months,B.Tech CS / IT
BPL Innovision Technologies Pvt Ltd,"PowerBI, Linux","Cybersecurity, NoSQL","TensorFlow, Python",Cloud Computing,Bangalore,6.7,3 Months,B.Tech CS / M.Tech
BPL Telecom Ltd.,Web Development,"Pandas, Network Security","C++, React",Software Engineering,Delhi,7.1,3 Months,Mechanical Engineering
Brigade Corporation India Pvt Ltd,"Node.js, Kubernetes","TensorFlow, PowerBI","Scikit-learn, Bash",Mobile App Development,Chennai,8.5,6 Months,B.Tech CS / IT
BrowserStack,"Node.js, Scikit-learn","OpenCV, Node.js","Pandas, SQL",DevOps,Delhi,9.3,4 Months,B.Sc Information Security
BSEL Information Systems Limited,"Ethical Hacking, Librosa","React, Ethical Hacking","Node.js, JavaScript",Web Development,Mumbai,7.2,4 Months,B.Tech CS / IT
BT (Worldwide) Ltd.,"Network Security, TensorFlow","Java, Node.js","PowerBI, GCP",Cybersecurity & Forensics,New Delhi,9.3,3 Months,Mechanical Engineering
BTN Infotech India Pvt Ltd,"Computer Vision, Machine Learning","PowerBI, Digital Forensics","Kubernetes, PyTorch",Cybersecurity & Forensics,New Delhi,7.3,12 Months,B.E. Information Technology
Busy Infotech Pvt. Ltd,"Bash, DevOps","Pandas, NoSQL","Machine Learning, Data Analysis",Mobile App Development,New Delhi,8.7,2 Months,BCA / MCA
CA Computer Associates India Pvt Ltd,"Incident Response, NoSQL","NoSQL, C++","Pandas, AWS",Cloud Computing,Mumbai,6.4,9 Months,B.Sc Statistics / Math
Cadence Design Systems India Pvt. Ltd.,"Kubernetes, Network Security","C++, Deep Learning","Azure, Data Analysis",Web Development,Noida,6,6 Months,B.Tech CS / IT
Caldera International Inc,"Ethical Hacking, Linux","Data Analysis, Node.js",Azure,Web Development,New Delhi,9,4 Months,B.Sc / M.Sc Data Science
California Software Co. Ltd.,"Linux, PowerBI","Docker, Python","Librosa, Mobile Forensics",Database Administration,Chennai,7.8,12 Months,B.Sc Statistics / Math
Cambridge Technology Partners,"NoSQL, NLP","Data Analysis, Cybersecurity","PyTorch, SQL",Cloud Computing,Bangalore,9.5,6 Months,B.Tech CS / IT
Canbank Computer Services Ltd.,"Scikit-learn, Pandas","SQL, Cybersecurity","DevOps, Incident Response",Cybersecurity & Forensics,Bangalore,7.1,3 Months,B.E. Cloud Computing
Canon India Pvt Ltd.,"Scikit-learn, Cybersecurity","OpenCV, NoSQL","PowerBI, Cybersecurity",Cloud Computing,New Delhi,8.7,6 Months,B.E. Information Technology
Cap Gemini Ernst & Young Consulting India Pvt Ltd,"Computer Vision, PowerBI","Computer Vision, TensorFlow",DevOps,Data Science & AI,Mumbai,7.6,12 Months,B.E. Information Technology
Capgemini,"Machine Learning, Deep Learning","React, Docker",Incident Response,Database Administration,Hyderabad,8.4,2 Months,B.Tech CS / IT
Capgemini Technology Services,"TensorFlow, Computer Vision","GCP, Kubernetes","NLP, Java",Mobile App Development,Seattle,6.5,9 Months,M.Sc Cyber Forensics
Care & Cure International Ltd,"Data Analysis, PyTorch","Kubernetes, Mobile Forensics",PowerBI,Data Science & AI,New Delhi,7.3,3 Months,M.Sc Cyber Forensics
Cashtech Solutions India Pvt Ltd,"Scikit-learn, Cybersecurity","Java, Digital Forensics","Kubernetes, Linux",Database Administration,Mumbai,6.5,4 Months,B.Tech CS / M.Tech
"CA-TCG Software, Pvt. Ltd.","Kubernetes, Mobile Forensics","Deep Learning, Machine Learning","Incident Response, PowerBI",Software Engineering,Kolkata,8.7,12 Months,B.Tech CS / IT
CCE Software,"Librosa, Bash","NLP, C++","Python, Digital Forensics",Web Development,Bangalore,7.4,4 Months,Mechanical Engineering
CDS International Ltd,"AWS, Kubernetes","AWS, Incident Response","Bash, Mobile Forensics",DevOps,Bangalore,7.1,2 Months,BCA / MCA
CE Info Systems Pvt. Ltd.,"PowerBI, Pandas","Incident Response, JavaScript",PowerBI,Database Administration,New Delhi,9.5,4 Months,B.Sc / M.Sc Data Science
Celcius Technologies Pvt. Ltd,"Machine Learning, Node.js","Network Security, DevOps","Data Analysis, Cybersecurity",Software Engineering,Kolkata,7.2,2 Months,B.Tech Computer Science
Cellnext Solutions Ltd,"Scikit-learn, Pandas","Ethical Hacking, Librosa","AWS, Azure",Data Science & AI,New Delhi,6.5,3 Months,B.Tech CS / M.Tech
Celstream Technologies Pvt Ltd,"NLP, Data Analysis","PowerBI, Data Analysis","Incident Response, Node.js",DevOps,Bangalore,6.1,4 Months,B.Tech CS / IT
Centre for Development of Advanced Computing (C - DAC),"Network Security, Computer Vision","Deep Learning, GCP","Incident Response, C++",DevOps,Pune,6.6,12 Months,B.Tech Computer Science
Centre for Development of Telematics,"Machine Learning, Computer Vision","Python, Data Analysis",DevOps,Database Administration,New Delhi,9.1,6 Months,Mechanical Engineering
Cerebra Integrated Technologies Ltd,"Librosa, Incident Response","Librosa, Azure","Machine Learning, Pandas",Database Administration,Bangalore,6.5,12 Months,BCA / MCA
CG Maersk Information Technologies Pvt. Ltd.,"Deep Learning, Linux","Node.js, Docker","Java, React",Web Development,Chennai,7.7,2 Months,B.E. Information Technology
CGI Information Systems and Management Consultants Pvt Ltd,Web Development,"Java, Pandas","Bash, AWS",Cloud Computing,Bangalore,6.1,12 Months,Mechanical Engineering
CG-Smith Software Limited,"TensorFlow, Digital Forensics","Cybersecurity, NoSQL","NoSQL, Digital Forensics",Mobile App Development,Bangalore,7.7,4 Months,B.Sc Statistics / Math
CG-VAK Software & Exports Ltd.,"GCP, Ethical Hacking","Java, OpenCV","Docker, Librosa",Web Development,Coimbatore,9,3 Months,B.Sc Statistics / Math
Chakkilam Infotech Ltd,Web Development,"Computer Vision, JavaScript","NLP, Docker",Cloud Computing,Hyderabad,6.8,4 Months,B.Tech CS / IT
Chandigarh Infotech Centre Ltd.,"Mobile Forensics, Ethical Hacking","Librosa, Python","Computer Vision, Node.js",Database Administration,Chandigarh,8.7,2 Months,B.Tech CS / IT
Changepond Technologies Pvt Ltd,"GCP, Computer Vision","Python, Machine Learning",Librosa,Web Development,Chennai,8.4,9 Months,Mechanical Engineering
Chenab Information Technologies Pvt. Ltd.,"Ethical Hacking, Linux","Incident Response, Kubernetes","Pandas, DevOps",Cloud Computing,Mumbai,8.3,12 Months,B.Tech CS / IT
Cherrysoft Technologies Ltd,"React, SQL","Digital Forensics, Kubernetes","Linux, React",Cloud Computing,Chennai,6.4,9 Months,B.Sc Information Security
Churchill India Pvt. Ltd.,"Mobile Forensics, Ethical Hacking","PyTorch, TensorFlow","SQL, Network Security",DevOps,New Delhi,7.3,9 Months,B.Tech CS / IT
Cisco,"Mobile Forensics, JavaScript","JavaScript, Cybersecurity",Bash,Cloud Computing,San Francisco,7.3,3 Months,B.Tech CS / IT
Cisco Systems (India) Pvt. Ltd.,"NLP, Data Analysis","PyTorch, Machine Learning","Ethical Hacking, Mobile Forensics",Database Administration,New Delhi,8.9,4 Months,B.Tech Cybersecurity
Cisco Systems India,"Librosa, Data Analysis","PowerBI, Scikit-learn","Bash, Deep Learning",Mobile App Development,Hyderabad,6.9,12 Months,M.Sc Cyber Forensics
CISTEMS (Software) Ltd.,"AWS, Scikit-learn","Digital Forensics, NLP","Pandas, PyTorch",DevOps,Jaipur,8.3,6 Months,B.Tech CS / IT
Citrix Software Ltd,"Java, Scikit-learn","PyTorch, Incident Response","Network Security, Scikit-learn",Database Administration,Bangalore,7.2,2 Months,B.E. Cloud Computing
CLC Technologies Ltd,"Bash, Docker","Incident Response, Network Security","Java, OpenCV",Software Engineering,New Delhi,8.6,12 Months,B.E. Cloud Computing
Cloud Analytics,"GCP, Computer Vision","Scikit-learn, DevOps","AWS, Network Security",Database Administration,Remote,7.5,6 Months,B.E. Cloud Computing
Cloud Cloud Group,"NoSQL, Data Analysis","Java, React","Scikit-learn, Linux",Data Science & AI,Chennai,7.7,2 Months,B.Sc Statistics / Math
Cloud Data,"Cybersecurity, SQL","Deep Learning, Azure","Azure, Digital Forensics",Web Development,Mumbai,7.8,3 Months,B.E. Information Technology
Cloud Defense,"Java, Azure","Data Analysis, Azure","Network Security, Computer Vision",Software Engineering,Seattle,7.7,4 Months,BCA / MCA
Cloud Dynamics,"AWS, Digital Forensics","Librosa, Digital Forensics","Deep Learning, Ethical Hacking",Cybersecurity & Forensics,Kolkata,9.3,12 Months,B.Tech Cybersecurity
Cloud Inc,"Node.js, TensorFlow","OpenCV, NoSQL",Pandas,Mobile App Development,Pune,8.4,12 Months,B.Tech Computer Science
Cloud Labs,"Linux, DevOps","Node.js, TensorFlow","PowerBI, Java",Web Development,Kolkata,9.3,6 Months,B.E. Information Technology
Cloud Labs Analytics,"Deep Learning, Linux","Network Security, React","SQL, Network Security",Mobile App Development,Chandigarh,6.9,9 Months,BCA / MCA
Cloud Networks,"NLP, Scikit-learn","Librosa, Scikit-learn","Kubernetes, DevOps",DevOps,London,8.1,2 Months,Mechanical Engineering
Cloud Security,"Incident Response, Ethical Hacking","Network Security, Mobile Forensics","Bash, Scikit-learn",Cloud Computing,Kolkata,6.5,6 Months,B.E. Cloud Computing
Cloud Software,"Deep Learning, Python","Network Security, Python","SQL, AWS",Mobile App Development,Gurgaon,7.3,4 Months,B.Tech Computer Science
Cloud Solutions,"PyTorch, SQL","Bash, NLP","React, PyTorch",Software Engineering,Remote,9.5,12 Months,BCA / MCA
Cloud Space Ventures,"Azure, JavaScript","Ethical Hacking, DevOps","Cybersecurity, JavaScript",Web Development,Remote,9.3,9 Months,BCA / MCA
Cloud Systems,"Scikit-learn, Pandas","Azure, Network Security","Cybersecurity, PyTorch",DevOps,Singapore,8.7,3 Months,B.E. Cloud Computing
Cloud Technologies,"Machine Learning, DevOps","NoSQL, Network Security","Kubernetes, Java",Cloud Computing,Hyderabad,8.3,4 Months,Mechanical Engineering
Clover Technologies Pvt Ltd,"Scikit-learn, Network Security","JavaScript, Scikit-learn","Node.js, PowerBI",Web Development,Pune,7.7,3 Months,B.Tech Computer Science
CMC Limited,"GCP, JavaScript","Librosa, Scikit-learn","React, PyTorch",Software Engineering,New Delhi,6.6,3 Months,B.Tech CS / M.Tech
Coforge Limited,"Python, NLP","Linux, JavaScript","NoSQL, Azure",Web Development,San Francisco,7.3,12 Months,B.Sc Statistics / Math
Cogito Technologies Ltd,"PyTorch, Network Security","PyTorch, Incident Response","PyTorch, Java",Web Development,Noida,7.6,6 Months,B.Sc / M.Sc Data Science
Cognizant,"SQL, Incident Response","PyTorch, PowerBI",JavaScript,Cloud Computing,Hyderabad,7.9,2 Months,B.E. Cloud Computing
Cognizant Technology Solutions,"Data Analysis, Linux","Digital Forensics, Node.js","AWS, Incident Response",Database Administration,London,6.7,6 Months,B.Tech CS / M.Tech
Cognizant Technology Solutions India Pvt. Ltd.,"Ethical Hacking, Pandas","SQL, Deep Learning","Incident Response, C++",Software Engineering,Chennai,6.1,2 Months,B.Sc / M.Sc Data Science
Cognosys Software Pvt Ltd,"Scikit-learn, Cybersecurity","PowerBI, OpenCV","Bash, Pandas",Software Engineering,New Delhi,6.1,9 Months,BCA / MCA
Compudyne Winfosystems Limited,"Kubernetes, JavaScript","OpenCV, Data Analysis","Ethical Hacking, PowerBI",Software Engineering,Bangalore,6.9,2 Months,M.Sc Cyber Forensics
Compulink Systems Pvt Ltd,"Ethical Hacking, Network Security","Computer Vision, NLP","Bash, Pandas",Database Administration,Bangalore,6.8,3 Months,B.E. Cloud Computing
Computech International Limited,"Mobile Forensics, SQL","Node.js, OpenCV","Python, Librosa",Software Engineering,Kolkata,8.7,4 Months,B.Tech CS / IT
Computer Clinic India Pvt. Ltd.,"Python, Docker","Azure, Docker","Cybersecurity, NLP",Cloud Computing,New Delhi,6.1,12 Months,B.Tech Computer Science
Computer Sciences Corporation India Pvt Ltd,Web Development,"Linux, Machine Learning","NLP, SQL",Data Science & AI,Indore,7.8,9 Months,B.Tech Cybersecurity
Congruent Solutions Pvt. Ltd.,"Kubernetes, Network Security","Bash, Python","Kubernetes, Scikit-learn",Cloud Computing,Chennai,7.2,6 Months,B.E. Information Technology
Consindia Private Limited,"Java, Scikit-learn","JavaScript, Ethical Hacking","Scikit-learn, NLP",DevOps,Mumbai,9.1,3 Months,B.Tech Computer Science
Consolidated Futuristic Solutions Ltd,"OpenCV, Node.js","NoSQL, Machine Learning","OpenCV, DevOps",Cybersecurity & Forensics,Gurgaon,6.6,12 Months,BCA / MCA
Consulting Engineering Services (I) Ltd,"PyTorch, Linux","Librosa, Scikit-learn","Bash, Linux",Mobile App Development,New Delhi,9.5,12 Months,B.Tech CS / M.Tech
Contech Software Ltd.,Web Development,"JavaScript, Java","Bash, Scikit-learn",DevOps,Gujarat,6.4,3 Months,B.E. Information Technology
Convergent Software Limited,"C++, Java","Deep Learning, Mobile Forensics","Java, OpenCV",Data Science & AI,Delhi,8.6,4 Months,B.Tech CS / IT
Convergys India Services Pvt Ltd,"Linux, PowerBI","SQL, TensorFlow","Bash, C++",DevOps,Gurgaon,9,3 Months,B.Tech Computer Science
Cordiant Interweb Technologies Pvt Ltd,"Deep Learning, Data Analysis","AWS, Computer Vision","PyTorch, SQL",Software Engineering,Kochi,7.9,6 Months,B.Tech CS / IT
Core Consulting,"Computer Vision, PowerBI","Azure, Cybersecurity","Machine Learning, C++",Database Administration,London,7.6,2 Months,B.Tech CS / IT
Core Corp,"Scikit-learn, OpenCV","TensorFlow, DevOps","Machine Learning, Network Security",Web Development,Kolkata,6.5,12 Months,B.E. Information Technology
Core Defense,"Cybersecurity, Linux","Computer Vision, NLP","Bash, Deep Learning",Web Development,Chennai,7.1,9 Months,BCA / MCA
Core Group,"PyTorch, Pandas","Librosa, Incident Response","Computer Vision, Java",Data Science & AI,Hyderabad,6.9,4 Months,B.Sc / M.Sc Data Science
Core Innovations,"OpenCV, Pandas","Cybersecurity, DevOps","Pandas, Java",Cloud Computing,Gurgaon,6.8,6 Months,Mechanical Engineering
Core Labs,"Ethical Hacking, Network Security","Computer Vision, GCP",SQL,Web Development,Bangalore,8.8,9 Months,B.Tech Computer Science
Core Networks,"Data Analysis, Scikit-learn","Network Security, Linux","DevOps, Data Analysis",Cloud Computing,Bangalore,8.9,12 Months,Mechanical Engineering
